900 0.8 0.0123457 109.871 33.5164
900 0.8 0.0123457 109.798 32.6727
900 0.8 0.0123457 105.904 30.487
900 0.8 0.0123457 112.411 37.5146
900 0.8 0.0123457 112.743 30.5805
900 0.8 0.0123457 106.657 30.0977
900 0.8 0.0123457 108.881 31.811
900 0.8 0.0123457 111.051 34.7077
900 0.8 0.0123457 111.855 31.8854
900 0.8 0.0123457 107.262 29.0962
900 0.8 0.0123457 104.734 29.7146
900 0.8 0.0123457 104.275 28.985
900 0.8 0.0123457 107.775 33.2274
900 0.8 0.0123457 108.948 30.7831
900 0.8 0.0123457 105.242 29.588
900 0.8 0.0123457 104.398 29.0849
900 0.8 0.0123457 104.283 34.2847
900 0.8 0.0123457 110.426 32.0764
900 0.8 0.0123457 107.098 30.5835
900 0.8 0.0123457 103.382 31.3506
900 0.8 0.0123457 101.782 30.0942
900 0.8 0.0123457 107.045 36.4476
900 0.8 0.0123457 107.539 32.9942
900 0.8 0.0123457 102.471 31.6764
900 0.8 0.0123457 102.742 31.7375
900 0.8 0.0123457 100.435 35.1652
900 0.8 0.0123457 111.535 31.6226
900 0.8 0.0123457 106.662 31.2489
900 0.8 0.0123457 101.558 29.9638
900 0.8 0.0123457 103.765 30.764
900 0.8 0.0123457 105.296 34.3608
900 0.8 0.0123457 109.315 30.4506
900 0.8 0.0123457 103.823 29.8128
900 0.8 0.0123457 104.147 30.3867
900 0.8 0.0123457 101.278 30.7179
900 0.8 0.0123457 108.446 31.9853
900 0.8 0.0123457 107.394 31.4849
900 0.8 0.0123457 102.764 29.4801
900 0.8 0.0123457 100.916 28.8106
900 0.8 0.0123457 101.809 33.3509
900 0.8 0.0123457 106.989 29.4389
900 0.8 0.0123457 103.713 29.4387
900 0.8 0.0123457 100.803 29.8481
900 0.8 0.0123457 100.806 29.6862
900 0.8 0.0123457 105.318 35.1822
900 0.8 0.0123457 105.254 31.4571
900 0.8 0.0123457 100.603 28.9117
900 0.8 0.0123457 102.724 29.9693
900 0.8 0.0123457 101.403 34.2997
900 0.8 0.0123457 106.257 30.6562
900 0.8 0.0123457 104.26 29.8915
900 0.8 0.0123457 103.739 30.1863
900 0.8 0.0123457 100.414 29.5996
900 0.8 0.0123457 105.98 35.0344
900 0.8 0.0123457 106.645 29.8489
900 0.8 0.0123457 102.851 29.6601
900 0.8 0.0123457 101.924 30.1738
900 0.8 0.0123457 100.132 29.3892
900 0.8 0.0123457 106.725 34.9676
900 0.8 0.0123457 105.494 31.8386
900 0.8 0.0123457 101.155 29.5781
900 0.8 0.0123457 99.4691 29.0218
900 0.8 0.0123457 99.7169 33.7665
900 0.8 0.0123457 110.521 32.2335
900 0.8 0.0123457 102.142 28.9159
900 0.8 0.0123457 98.0685 28.6319
900 0.8 0.0123457 98.3404 28.4695
900 0.8 0.0123457 96.5314 28.89
900 0.8 0.0123457 98.6446 28.8724
900 0.8 0.0123457 98.7166 28.8951
900 0.8 0.0123457 97.5639 29.0894
900 0.8 0.0123457 98.9105 28.9247
900 0.8 0.0123457 97.9271 28.3482
900 0.8 0.0123457 96.0356 28.0206
900 0.8 0.0123457 101.94 30.7164
900 0.8 0.0123457 96.3075 27.8832
900 0.8 0.0123457 100.628 30.0563
900 0.8 0.0123457 98.579 28.9517
900 0.8 0.0123457 97.9388 28.5601
900 0.8 0.0123457 87.9305 25.3875
